Year,Feature,count,mean,min,25%,50%,75%,max,std,variance,skewness,kurtosis
1979,Min Temperature(°C),365.0,13.213964383561644,3.471,11.085,14.124,15.965,20.715,3.694962403166761,13.652747160815888,-0.7118725311299121,-0.24855165017991743
1979,Max Temperature(°C),365.0,27.586432876712326,17.798,25.234,27.025,29.607,36.892,3.8775970579691608,15.035758943971091,0.18258975211477016,-0.22237330325534677
1979,Average Temperature(°C),365.0,20.40020821917808,11.172,18.612,20.372,22.45,28.261,3.2648703843882294,10.659378626855345,-0.21557629010741394,0.06156560911153486
1979,Precipitation(mm),365.0,2.662123287671233,0.0,0.0,0.0,3.101,31.143,5.165990528577456,26.687458141351986,2.6373102377150897,8.028198017511707
1979,Wind(km/h),365.0,2.5181780821917807,0.91,1.932,2.44,3.027,5.11,0.805784924513505,0.649289344573235,0.4212431579565883,-0.019500562223819795
1979,Relative Humidity,365.0,0.6159972602739726,0.196,0.402,0.642,0.825,0.97,0.22730485530498593,0.051667497245220594,-0.2783791919241079,-1.2188608265346828
1979,Solar(W/m²),365.0,23.298616438356163,1.963,20.728,23.96,26.838,32.354,5.334774749949246,28.459821632696045,-1.0129543459432424,1.3199846255041678
1980,Min Temperature(°C),366.0,13.553530054644808,4.108,10.843,14.725999999999999,16.37625,22.361,3.9442841061532525,15.557377110053162,-0.6180046340791617,-0.5174682307534617
1980,Max Temperature(°C),366.0,29.27772131147541,18.977,26.485,29.0715,32.11225,40.273,3.6764819990370134,13.516519889243195,0.2152989673269544,-0.3368908047974606
1980,Average Temperature(°C),366.0,21.415617486338796,13.885,19.14825,21.7055,23.837500000000002,29.398,3.355887578099731,11.261981436844076,-0.16480959766181566,-0.5912283187548399
1980,Precipitation(mm),366.0,2.0780136612021853,0.0,0.0,0.0,1.4780000000000002,61.406,5.9641925460065295,35.57159272583985,6.221633321301687,49.772029866056485
1980,Wind(km/h),366.0,2.6770409836065574,1.083,2.12075,2.648,3.15125,5.151,0.7464997268260445,0.557261842151359,0.3388294995270855,-0.10150887194670233
1980,Relative Humidity,366.0,0.5491092896174863,0.199,0.3925,0.534,0.7124999999999999,0.958,0.20040341251855723,0.04016152774908302,0.11433970115719065,-1.0554470957345468
1980,Solar(W/m²),366.0,23.260571038251364,3.392,20.45425,23.5365,26.29025,32.404,4.74935957951045,22.556416415487682,-0.602300758679073,0.6120409601619623
1981,Min Temperature(°C),365.0,13.010663013698627,3.71,9.466,14.337,16.122,21.201,3.9649300014436646,15.720669916348058,-0.4923030726086046,-0.912183651026961
1981,Max Temperature(°C),365.0,28.924416438356165,18.66,25.911,28.438,32.291,39.634,3.93924018538989,15.517613238190576,0.1504014030727331,-0.5140415089881629
1981,Average Temperature(°C),365.0,20.967517808219178,13.391,17.929,21.282,23.614,28.848,3.442469053518818,11.850593184434747,-0.10692693855323673,-0.8286894158867892
1981,Precipitation(mm),365.0,1.9397753424657531,0.0,0.0,0.0,1.329,39.389,4.819572335108828,23.22827749334636,4.041461259248051,20.379113003100585
1981,Wind(km/h),365.0,2.5778904109589043,0.949,2.02,2.603,3.06,5.426,0.7486287530780998,0.5604450099352706,0.36238657889346915,0.3260141739711018
1981,Relative Humidity,365.0,0.5613643835616438,0.192,0.386,0.556,0.733,0.964,0.2077812970632896,0.043173067409303,0.06652472635794643,-1.0807307415614409
1981,Solar(W/m²),365.0,23.000827397260274,3.448,20.454,23.306,26.169,31.915,5.137800474923725,26.39699372012645,-0.962766140428322,1.598406150562162
1982,Min Temperature(°C),365.0,13.527476712328767,4.942,10.906,14.586,15.965,21.485,3.38943693784639,11.488282755637513,-0.600185625074564,-0.4428607743766051
1982,Max Temperature(°C),365.0,27.02608493150685,17.608,24.788,26.713,28.867,35.954,3.4274305422411855,11.747280121887707,0.15742979641449448,-0.05425628733547949
1982,Average Temperature(°C),365.0,20.27679726027397,11.943,18.233,20.535,21.859,28.556,2.7798874152025044,7.727774041201261,-0.01868725576859145,-0.05289453222948648
1982,Precipitation(mm),365.0,4.294301369863013,0.0,0.0,0.096,6.206,92.172,9.091279785882211,82.65136814519049,5.149651133764373,38.7444934117317
1982,Wind(km/h),365.0,2.552632876712329,0.694,1.875,2.636,3.099,5.046,0.8373882618677875,0.7012191011139541,0.08777216714478143,-0.43398599342575706
1982,Relative Humidity,365.0,0.6535424657534247,0.17,0.45,0.692,0.854,0.966,0.21843479545972003,0.04771375986752973,-0.3633849615691678,-1.178404652776352
1982,Solar(W/m²),365.0,21.987887671232876,1.84,19.172,23.136,25.828,31.587,5.798354887094118,33.620919396688244,-0.9691320031652562,0.7260237783142189
1983,Min Temperature(°C),365.0,13.676243835616438,4.905,11.339,14.423,16.193,22.401,3.2475336293712695,10.546474673897329,-0.5315317654500827,-0.4945443662416067
1983,Max Temperature(°C),365.0,28.201964383561645,17.962,26.118,27.828,30.056,42.341,3.4023012027159973,11.575653474002722,0.4980833081019971,1.2533015945255888
1983,Average Temperature(°C),365.0,20.939109589041095,15.161,19.224,20.934,22.282,30.172,2.539483633599532,6.4489771253198835,0.4006414079227625,0.1979063369531051
1983,Precipitation(mm),365.0,4.477876712328768,0.0,0.0,0.0,3.559,98.702,11.820214204685529,139.71746384464956,5.045442847995892,30.631780312184322
1983,Wind(km/h),365.0,2.529071232876712,0.709,1.889,2.548,3.094,5.101,0.8256053658901827,0.6816242201866626,0.23720726200891645,-0.3951634133694246
1983,Relative Humidity,365.0,0.6077945205479452,0.163,0.419,0.6,0.812,0.967,0.22280099772056172,0.04964028458527775,-0.13335104048176857,-1.2158424675283823
1983,Solar(W/m²),365.0,22.532309589041095,3.451,20.129,23.19,26.305,30.972,5.400465699296304,29.16502976927592,-1.0178244556699307,1.2297830474986102
1984,Min Temperature(°C),366.0,13.403647540983606,4.784,10.99875,14.3325,15.97675,21.027,3.408329042870332,11.616706864473393,-0.5792656594009488,-0.4475590820243469
1984,Max Temperature(°C),366.0,27.829027322404368,16.018,25.00375,26.948,30.966,40.453,4.087191655908511,16.705135632128158,0.46559879192146153,-0.053446234691140404
1984,Average Temperature(°C),366.0,20.616316939890712,12.301,18.28825,20.479,22.762500000000003,28.239,3.136116647272753,9.835227625301295,0.1796054671234685,-0.514126912417411
1984,Precipitation(mm),366.0,3.054068306010929,0.0,0.0,0.0,3.20675,77.485,7.26909356473389,52.839721252855654,4.9966424291239875,36.68098968511776
1984,Wind(km/h),366.0,2.612483606557377,0.874,2.001,2.652,3.2295,5.474,0.7939239075398821,0.6303151709633953,0.06601241161651986,-0.43831569835146844
1984,Relative Humidity,366.0,0.6027322404371586,0.159,0.42674999999999996,0.6275,0.7947500000000001,0.969,0.22446996784549098,0.050386766464555754,-0.2864786623973054,-1.0933035681804402
1984,Solar(W/m²),366.0,22.434174863387977,3.679,19.49825,22.982999999999997,26.50175,31.622,5.289717423845394,27.981110424133547,-0.902341951536431,1.014783006082033
1985,Min Temperature(°C),365.0,13.194701369863013,3.663,10.8,14.242,15.875,20.232,3.5886657857919135,12.878522122113491,-0.6506672235918995,-0.5690661648497772
1985,Max Temperature(°C),365.0,27.007934246575346,15.501,24.518,26.573,29.763,39.452,3.8530967973476273,14.846354929730543,0.11956604478428312,0.15960063845554728
1985,Average Temperature(°C),365.0,20.10130684931507,12.842,17.808,20.173,22.368,28.228,3.0735882847327423,9.44694494404636,-0.010593958971551892,-0.5957215407424088
1985,Precipitation(mm),365.0,3.397980821917808,0.0,0.0,0.0,3.286,75.5,8.427581934701948,71.02413726611464,4.951393188720488,31.678671168992356
1985,Wind(km/h),365.0,2.6713863013698633,0.86,1.921,2.677,3.255,5.571,0.8579344677250899,0.7360515509107332,0.22500523951108356,-0.2639669403069287
1985,Relative Humidity,365.0,0.6179150684931507,0.205,0.421,0.658,0.818,0.965,0.2195342996000582,0.04819530870088812,-0.20985116989796213,-1.288329011332358
1985,Solar(W/m²),365.0,21.945668493150684,3.775,18.858,22.919,25.888,32.19,5.798481217612946,33.62238443101012,-0.9200786447349127,0.6111812582983238
1986,Min Temperature(°C),356.0,13.002151685393258,3.93,10.650749999999999,14.142,15.660499999999999,19.243,3.4781643854797437,12.097627492419685,-0.7916220479158805,-0.31388196450172545
1986,Max Temperature(°C),356.0,26.93970224719101,12.32,24.2585,26.495,29.479,39.664,3.809548416710638,14.512659139262528,0.252753505114714,0.6791746029910977
1986,Average Temperature(°C),356.0,19.970938202247194,12.021,18.328,19.991500000000002,21.544,29.062,2.9102685596226396,8.469663089128034,-0.0179004550643144,0.12905168930736233
1986,Precipitation(mm),356.0,3.5802106741573034,0.0,0.0,0.031,4.049250000000001,85.556,8.254374075143003,68.13469137239292,4.894174734319706,34.02533322933343
1986,Wind(km/h),356.0,2.495280898876404,0.84,1.97325,2.479,2.98625,4.574,0.7468195247606323,0.5577394025636967,0.19838869002315415,-0.2894276279165404
1986,Relative Humidity,356.0,0.6439325842696629,0.161,0.4645,0.7015,0.83675,0.965,0.22704053359041662,0.05154740389302109,-0.4964858478857142,-1.0513068245706583
1986,Solar(W/m²),356.0,22.381224719101123,0.0,20.55975,23.185499999999998,26.17,32.368,5.503346552683788,30.286823278936538,-1.2218813456958033,1.8364659728984578
1987,Min Temperature(°C),365.0,13.731265753424658,3.01,11.444,15.264,16.702,20.576,3.962401863180328,15.700628525334935,-0.9082368377834882,-0.12194118925795472
1987,Max Temperature(°C),365.0,28.425279452054795,14.603,25.88,27.955,30.769,40.713,3.9470739000228314,15.579392372241445,0.33742058424968596,0.26908854686417705
1987,Average Temperature(°C),365.0,21.07828767123288,9.753,19.248,21.143,23.224,30.188,3.336484256592624,11.132127194490435,-0.20506176070523413,0.010956867585377505
1987,Precipitation(mm),365.0,3.732824657534247,0.0,0.0,0.0,3.128,103.198,9.933257264148738,98.66959987576365,5.615703135574795,41.329068779752866
1987,Wind(km/h),365.0,2.5742082191780824,0.943,1.962,2.54,3.154,5.605,0.8488187302041862,0.720493236745447,0.49494781259522824,0.14084611960579085
1987,Relative Humidity,365.0,0.5928958904109588,0.209,0.393,0.579,0.816,0.967,0.22252503281724864,0.049517390230317586,0.02586857426295377,-1.3338096400843809
1987,Solar(W/m²),365.0,23.211,5.368,20.606,23.678,26.816,32.006,4.929440356194072,24.299382225274737,-0.9453142610746197,1.1389904416328496
1988,Min Temperature(°C),366.0,13.72949726775956,5.362,10.88925,14.586,16.335250000000002,20.775,3.4469546334696664,11.881496245198003,-0.5116149817618015,-0.651504751207193
1988,Max Temperature(°C),366.0,27.8477868852459,17.941,25.085,27.5225,30.55075,38.411,3.818169096974073,14.578415253087806,0.2228865390173244,-0.30177932082372516
1988,Average Temperature(°C),366.0,20.788653005464482,14.471,18.598499999999998,20.802,22.7535,28.152,2.957106066322968,8.744476287484098,0.13479504753191593,-0.49820687942855235
1988,Precipitation(mm),366.0,3.3260601092896174,0.0,0.0,0.0,2.92,72.855,8.382066235716508,70.2590343799387,5.094504867179089,32.6221650280471
1988,Wind(km/h),366.0,2.5117650273224044,0.778,1.9375,2.5335,3.0367499999999996,5.12,0.7795783155758159,0.6077423501160265,0.25362991842108035,-0.16616478764027898
1988,Relative Humidity,366.0,0.6191147540983606,0.157,0.44225000000000003,0.6475,0.8115000000000001,0.966,0.21797115041183132,0.0475114224118572,-0.23994474474880212,-1.1322407303953206
1988,Solar(W/m²),366.0,21.959005464480875,2.247,19.22025,22.866999999999997,25.80675,31.913,5.816327583525036,33.82966655887418,-1.0250118885157535,1.0848895382684827
1989,Min Temperature(°C),365.0,13.525331506849312,3.737,11.396,14.537,15.865,20.318,3.384894108139542,11.457508123317783,-0.7717610156480206,-0.1537911710605444
1989,Max Temperature(°C),365.0,27.399479452054795,17.109,24.706,26.558,30.243,40.426,4.236420444706756,17.947258184329385,0.3463724772835214,-0.32254732557808197
1989,Average Temperature(°C),365.0,20.462391780821914,12.022,18.17,20.224,22.728,29.279,3.1818817394394805,10.124371403778415,0.12930430729756795,-0.39037894116473026
1989,Precipitation(mm),365.0,2.4144849315068493,0.0,0.0,0.0,2.402,46.647,5.266914916672753,27.74039273946995,3.7212547850183637,19.256190798959427
1989,Wind(km/h),365.0,2.7147945205479456,0.842,2.199,2.737,3.179,5.659,0.7408962600133443,0.5489272681017611,0.2822223281929385,0.44234200493356157
1989,Relative Humidity,365.0,0.6116438356164383,0.171,0.412,0.627,0.816,0.97,0.22118125491033175,0.04892114752370915,-0.1874721065285098,-1.1874422285587718
1989,Solar(W/m²),365.0,21.535736986301366,2.299,18.133,22.686,25.383,32.02,6.092530737081437,37.11893078228207,-0.8520963095176739,0.5532121813398927
1990,Min Temperature(°C),365.0,13.620323287671232,5.232,11.424,14.214,16.109,19.981,3.152136712016455,9.93596585124191,-0.4821504095098584,-0.6268992862618958
1990,Max Temperature(°C),365.0,27.72949315068493,17.613,24.74,26.987,30.462,42.291,4.084389124443278,16.682234519870526,0.7067549110322475,0.4769644818780092
1990,Average Temperature(°C),365.0,20.67491506849315,14.965,18.527,20.331,22.186,28.809,2.87915759885258,8.289548479030556,0.5973665129779687,0.01825306723182818
1990,Precipitation(mm),365.0,4.496235616438356,0.0,0.0,0.0,4.401,86.832,10.366095274814441,107.4559312465303,4.504891519376759,26.241246623437725
1990,Wind(km/h),365.0,2.4861342465753427,0.77,1.788,2.446,3.062,5.511,0.8470329541021052,0.717464825334939,0.39702395970163,-0.0028436546716674727
1990,Relative Humidity,365.0,0.6258931506849316,0.161,0.404,0.668,0.846,0.972,0.23386073408647184,0.05469084294746349,-0.2318249789983959,-1.3498338267589207
1990,Solar(W/m²),365.0,22.10495068493151,2.858,19.939,22.809,25.781,32.396,5.872002520134205,34.480413596462455,-0.9053832075500375,0.8274750222927079
1991,Min Temperature(°C),365.0,13.338509589041097,3.7,11.153,13.799,15.987,19.806,3.3080042683777777,10.942892239605596,-0.5738825020806395,-0.4595963388467892
1991,Max Temperature(°C),365.0,27.791013698630135,15.725,25.379,27.143,30.432,38.333,3.885985580406922,15.100883931130522,0.14886043555038125,-0.11924944364758527
1991,Average Temperature(°C),365.0,20.564775342465754,13.561,18.392,20.51,22.55,27.519,2.808235353569691,7.886185801038689,0.09207261660255975,-0.5122671996837087
1991,Precipitation(mm),365.0,3.527408219178082,0.0,0.0,0.0,3.711,65.923,7.275068574537129,52.9266227642177,3.598006561630863,19.208982117525075
1991,Wind(km/h),365.0,2.453879452054794,1.002,1.907,2.424,2.998,4.863,0.7649384064407082,0.5851307656480501,0.3964705522945016,-0.11386513962741374
1991,Relative Humidity,365.0,0.607841095890411,0.126,0.43,0.622,0.815,0.965,0.23139752664938973,0.05354481533945503,-0.31652534245998193,-1.0130608397336727
1991,Solar(W/m²),365.0,21.495539726027395,2.167,18.666,22.395,25.236,31.427,5.628737644834683,31.68268747437909,-0.9138304517342873,0.9830105018495989
1992,Min Temperature(°C),366.0,13.588027322404374,3.801,11.373750000000001,14.399000000000001,16.16,20.254,3.562012160965747,12.687930634867872,-0.6964480393048601,-0.4249033526485424
1992,Max Temperature(°C),366.0,29.46484426229508,19.554,27.04825,29.457,31.792499999999997,40.779,3.3734568442161685,11.38021107978891,0.09844970376706369,-0.057940378867396
1992,Average Temperature(°C),366.0,21.526445355191257,14.395,19.888,22.019,23.64675,29.246,2.947714156142152,8.689018746320839,-0.33937420866556833,-0.38131377566454683
1992,Precipitation(mm),366.0,2.30298087431694,0.0,0.0,0.0,1.1532499999999999,87.993,6.872448757188473,47.230551920181384,7.22626601820735,73.4297239430333
1992,Wind(km/h),366.0,2.5544562841530056,0.993,1.94025,2.492,3.0645000000000002,5.29,0.7947215085587408,0.6315822761658808,0.5525794223084496,-0.009569430491576103
1992,Relative Humidity,366.0,0.5352213114754099,0.155,0.387,0.505,0.717,0.957,0.2066789388490147,0.04271618376375476,0.07725893347798043,-0.9690206699232853
1992,Solar(W/m²),366.0,22.362950819672132,5.109,19.95975,22.489,25.582250000000002,32.047,4.875355161805043,23.76908795373908,-0.6516159658464036,0.5724071946186999
1993,Min Temperature(°C),365.0,13.407693150684931,3.927,10.734,14.275,15.969,22.243,3.6099914232466674,13.0320380759145,-0.49740118214263324,-0.5487458236479648
1993,Max Temperature(°C),365.0,27.85005479452055,17.653,25.191,27.28,30.347,39.732,3.800672923682528,14.445114672813496,0.3099832184845645,-0.27921681143300736
1993,Average Temperature(°C),365.0,20.628898630136987,13.92,18.407,20.525,22.557,28.373,3.1287126531641647,9.788842866069547,0.20242242624513634,-0.40353179990671784
1993,Precipitation(mm),365.0,4.014301369863013,0.0,0.0,0.0,3.591,109.297,11.41546624521925,130.31286959574007,6.046240657238725,44.791153344966226
1993,Wind(km/h),365.0,2.565416438356164,0.894,1.926,2.552,3.115,5.727,0.8393453013473496,0.7045005348938731,0.3028047241513453,-0.1776467077715833
1993,Relative Humidity,365.0,0.6021260273972603,0.192,0.409,0.603,0.807,0.972,0.2266795688424602,0.05138362693060366,-0.12578335073061234,-1.3041554202194185
1993,Solar(W/m²),365.0,22.03036164383562,1.651,19.118,22.759,25.856,31.763,5.532174638556868,30.604956231491812,-0.9681265783541366,1.3045987012470595
1994,Min Temperature(°C),365.0,13.341816438356167,3.064,10.073,14.449,16.156,21.655,3.8028505317408956,14.461672166762012,-0.6110368240402572,-0.601761697452921
1994,Max Temperature(°C),365.0,29.232071232876713,16.886,26.488,29.186,31.772,43.356,3.9581413262601157,15.666882758648189,0.14852642998474477,0.5073419008887594
1994,Average Temperature(°C),365.0,21.286904109589045,12.148,19.04,21.528,23.278,30.094,3.1796588911165755,10.110230663856692,-0.011941623115910049,-0.23153826341427353
1994,Precipitation(mm),365.0,2.5253863013698634,0.0,0.0,0.0,2.022,50.323,6.05465810609318,36.65888478167986,4.042834992865247,20.874930302331425
1994,Wind(km/h),365.0,2.5677068493150683,0.935,2.024,2.49,3.019,5.579,0.7716116814198104,0.595384586903507,0.43745158472678003,0.38712210955857795
1994,Relative Humidity,365.0,0.5377506849315068,0.129,0.37,0.5,0.729,0.971,0.21901500470656682,0.04796757228661748,0.26969971692382283,-1.0230916673322463
1994,Solar(W/m²),365.0,22.434479452054795,1.924,19.623,23.202,26.363,32.115,5.648720391199741,31.90804205795575,-0.8195817547053665,0.6093552196403684
1995,Min Temperature(°C),365.0,13.82211780821918,3.19,12.19,15.009,16.273,21.918,3.581885521611385,12.829903889929263,-0.9172733511628178,0.2508300158398531
1995,Max Temperature(°C),365.0,28.93675342465753,18.342,26.184,28.561,31.611,42.005,4.3414462223631105,18.848155301670925,0.28741513956481435,0.2687532086473756
1995,Average Temperature(°C),365.0,21.37940821917808,14.469,19.386,21.311,23.533,30.002,3.141490001424982,9.868959429053133,0.14695169562730917,-0.28019917626564617
1995,Precipitation(mm),365.0,3.0849452054794524,0.0,0.0,0.0,2.956,78.478,7.73065403544039,59.76301181567079,5.441332876608312,41.43538481729968
1995,Wind(km/h),365.0,2.519558904109589,0.732,1.925,2.517,3.041,4.508,0.7648729801601147,0.5850306757790152,0.1470461486459109,-0.5039820309990728
1995,Relative Humidity,365.0,0.5621041095890411,0.14,0.381,0.501,0.792,0.967,0.22937574172012673,0.05261323088965829,0.21159975766716202,-1.225869481174296
1995,Solar(W/m²),365.0,21.979835616438354,2.533,19.135,23.0,26.129,32.182,6.035658298295467,36.429171093782934,-0.948700883082457,0.6754018646933346
1996,Min Temperature(°C),366.0,13.219584699453552,3.418,11.12875,14.1135,16.00375,21.997,3.7104738821062533,13.767616429792652,-0.7097867700715542,-0.21888640531939307
1996,Max Temperature(°C),366.0,28.138704918032786,17.748,25.0975,27.808,31.18325,41.434,4.1121548569433255,16.909817567482584,0.2703708682558554,-0.18658474763448574
1996,Average Temperature(°C),366.0,20.67915300546448,13.378,18.954500000000003,20.749499999999998,22.668,28.752,3.123294212553315,9.754966738169033,-0.14504439387754273,-0.19838547708701348
1996,Precipitation(mm),366.0,3.06701912568306,0.0,0.0,0.0,3.1475,56.2,6.911236662105622,47.76519219963285,4.039196768790451,21.188934272607277
1996,Wind(km/h),366.0,2.5681967213114754,0.651,2.00275,2.6105,3.10475,4.792,0.7468854964158453,0.5578379447563437,0.060373127430469575,-0.17649541989691553
1996,Relative Humidity,366.0,0.5979781420765028,0.131,0.3985,0.64,0.8,0.969,0.23618604128158088,0.05578384609626463,-0.30953494504963686,-1.1494957944853483
